,State,State_abbrev,Year,Gender_baby,Education_level,Education_code,Births,Avg_age_mother,Avg_birth_weight(g)
4563,Tennessee,TN,2018,F,"Some college credit, but not a degree",4,9273,27.2,3170.2
4564,Tennessee,TN,2018,F,"Associate degree (AA, AS)",5,2924,29.4,3211.5
4565,Tennessee,TN,2018,F,"Bachelor's degree (BA, AB, BS)",6,7036,30.6,3289.6
4566,Tennessee,TN,2018,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2981,32.3,3286
4567,Tennessee,TN,2018,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,960,33.6,3247.7
4568,Tennessee,TN,2018,F,Unknown or Not Stated,9,291,28.5,3137
4569,Tennessee,TN,2018,M,8th grade or less,1,1297,29.2,3302.1
4570,Tennessee,TN,2018,M,9th through 12th grade with no diploma,2,3838,24.6,3149.6
4571,Tennessee,TN,2018,M,High school graduate or GED completed,3,11631,25.4,3234.8
4572,Tennessee,TN,2018,M,"Some college credit, but not a degree",4,9592,27.2,3290.2
4573,Tennessee,TN,2018,M,"Associate degree (AA, AS)",5,2995,29.2,3332.6
4574,Tennessee,TN,2018,M,"Bachelor's degree (BA, AB, BS)",6,7357,30.6,3406.4
4575,Tennessee,TN,2018,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,3114,32.4,3409.6
4576,Tennessee,TN,2018,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,926,33.3,3377.1
4577,Tennessee,TN,2018,M,Unknown or Not Stated,9,346,29,3214
4578,Tennessee,TN,2019,F,8th grade or less,1,1422,29,3162.8
4579,Tennessee,TN,2019,F,9th through 12th grade with no diploma,2,3561,24.6,3067.2
4580,Tennessee,TN,2019,F,High school graduate or GED completed,3,10986,25.6,3121.7
4581,Tennessee,TN,2019,F,"Some college credit, but not a degree",4,9190,27.3,3151.5
4582,Tennessee,TN,2019,F,"Associate degree (AA, AS)",5,3041,29.2,3197.6
4583,Tennessee,TN,2019,F,"Bachelor's degree (BA, AB, BS)",6,7182,30.7,3273.9
4584,Tennessee,TN,2019,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2972,32.4,3275.3
4585,Tennessee,TN,2019,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,869,33.4,3255.7
4586,Tennessee,TN,2019,F,Unknown or Not Stated,9,228,28.3,3114.7
4587,Tennessee,TN,2019,M,8th grade or less,1,1464,28.9,3273.2
4588,Tennessee,TN,2019,M,9th through 12th grade with no diploma,2,3754,24.7,3181.3
4589,Tennessee,TN,2019,M,High school graduate or GED completed,3,11568,25.6,3235.1
4590,Tennessee,TN,2019,M,"Some college credit, but not a degree",4,9488,27.4,3282.3
4591,Tennessee,TN,2019,M,"Associate degree (AA, AS)",5,3035,29.2,3336.1
4592,Tennessee,TN,2019,M,"Bachelor's degree (BA, AB, BS)",6,7455,30.6,3389.5
4593,Tennessee,TN,2019,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,3062,32.4,3397.3
4594,Tennessee,TN,2019,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,923,33.3,3378.2
4595,Tennessee,TN,2019,M,Unknown or Not Stated,9,250,28.7,3249.7
4596,Tennessee,TN,2020,F,8th grade or less,1,1578,28.8,3184.7
4597,Tennessee,TN,2020,F,9th through 12th grade with no diploma,2,3510,24.7,3065.6
4598,Tennessee,TN,2020,F,High school graduate or GED completed,3,11148,25.7,3118.6
4599,Tennessee,TN,2020,F,"Some college credit, but not a degree",4,8420,27.5,3175.4
4600,Tennessee,TN,2020,F,"Associate degree (AA, AS)",5,2832,29.4,3213.3
4601,Tennessee,TN,2020,F,"Bachelor's degree (BA, AB, BS)",6,7138,30.6,3285.6
4602,Tennessee,TN,2020,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2997,32.4,3277.5
4603,Tennessee,TN,2020,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,918,33.3,3254.2
4604,Tennessee,TN,2020,F,Unknown or Not Stated,9,129,28.5,3094.3
4605,Tennessee,TN,2020,M,8th grade or less,1,1521,28.6,3270.6
4606,Tennessee,TN,2020,M,9th through 12th grade with no diploma,2,3710,24.7,3175.7
4607,Tennessee,TN,2020,M,High school graduate or GED completed,3,11358,25.8,3234
4608,Tennessee,TN,2020,M,"Some college credit, but not a degree",4,8755,27.6,3283.7
4609,Tennessee,TN,2020,M,"Associate degree (AA, AS)",5,2961,29.1,3337
4610,Tennessee,TN,2020,M,"Bachelor's degree (BA, AB, BS)",6,7494,30.7,3402.1
4611,Tennessee,TN,2020,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,3150,32.3,3397.2
4612,Tennessee,TN,2020,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,920,33.7,3357.6
4613,Tennessee,TN,2020,M,Unknown or Not Stated,9,150,28.5,3032.2
4614,Tennessee,TN,2021,F,8th grade or less,1,1564,28.7,3167.3
4615,Tennessee,TN,2021,F,9th through 12th grade with no diploma,2,3491,24.8,3051.5
4616,Tennessee,TN,2021,F,High school graduate or GED completed,3,11023,25.8,3119
4617,Tennessee,TN,2021,F,"Some college credit, but not a degree",4,8424,27.7,3166.2
4618,Tennessee,TN,2021,F,"Associate degree (AA, AS)",5,3014,29.3,3225.5
4619,Tennessee,TN,2021,F,"Bachelor's degree (BA, AB, BS)",6,7922,30.8,3265
4620,Tennessee,TN,2021,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,3377,32.4,3260.4
4621,Tennessee,TN,2021,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1041,33.5,3242.6
4622,Tennessee,TN,2021,F,Unknown or Not Stated,9,149,29.1,3110.6
4623,Tennessee,TN,2021,M,8th grade or less,1,1622,28.5,3267.3
4624,Tennessee,TN,2021,M,9th through 12th grade with no diploma,2,3531,24.6,3166.5
4625,Tennessee,TN,2021,M,High school graduate or GED completed,3,11603,25.8,3229.1
4626,Tennessee,TN,2021,M,"Some college credit, but not a degree",4,8760,27.8,3281
4627,Tennessee,TN,2021,M,"Associate degree (AA, AS)",5,3271,29.3,3320.4
4628,Tennessee,TN,2021,M,"Bachelor's degree (BA, AB, BS)",6,8214,30.7,3401
4629,Tennessee,TN,2021,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,3413,32.4,3389.8
4630,Tennessee,TN,2021,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1133,33.4,3380.1
4631,Tennessee,TN,2021,M,Unknown or Not Stated,9,165,29,3253.1
4632,Texas,TX,2016,F,8th grade or less,1,7337,29.2,3198.7
4633,Texas,TX,2016,F,9th through 12th grade with no diploma,2,28687,25.2,3144.1
4634,Texas,TX,2016,F,High school graduate or GED completed,3,52110,25.8,3150.8
4635,Texas,TX,2016,F,"Some college credit, but not a degree",4,42515,27.4,3185.4
4636,Texas,TX,2016,F,"Associate degree (AA, AS)",5,12096,29.5,3199.7
4637,Texas,TX,2016,F,"Bachelor's degree (BA, AB, BS)",6,35000,31.1,3235.9
4638,Texas,TX,2016,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,12767,32.6,3223.6
4639,Texas,TX,2016,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,3905,33.5,3198.5
4640,Texas,TX,2016,F,Unknown or Not Stated,9,291,28.3,2918.1
4641,Texas,TX,2016,M,8th grade or less,1,7746,29.1,3277.4
4642,Texas,TX,2016,M,9th through 12th grade with no diploma,2,30035,25.2,3244.1
4643,Texas,TX,2016,M,High school graduate or GED completed,3,54595,25.8,3253.6
4644,Texas,TX,2016,M,"Some college credit, but not a degree",4,44318,27.3,3290.7
4645,Texas,TX,2016,M,"Associate degree (AA, AS)",5,12383,29.4,3324.7
4646,Texas,TX,2016,M,"Bachelor's degree (BA, AB, BS)",6,36613,31.1,3363
4647,Texas,TX,2016,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,13452,32.6,3335.2
4648,Texas,TX,2016,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,3900,33.5,3320.4
4649,Texas,TX,2016,M,Unknown or Not Stated,9,297,28.4,3048.7
4650,Texas,TX,2017,F,8th grade or less,1,6344,29.4,3189.1
4651,Texas,TX,2017,F,9th through 12th grade with no diploma,2,26366,25.4,3145.1
4652,Texas,TX,2017,F,High school graduate or GED completed,3,51469,26,3150.2
4653,Texas,TX,2017,F,"Some college credit, but not a degree",4,40629,27.6,3177.2
4654,Texas,TX,2017,F,"Associate degree (AA, AS)",5,11804,29.5,3201.7
4655,Texas,TX,2017,F,"Bachelor's degree (BA, AB, BS)",6,33846,31.2,3236.9
4656,Texas,TX,2017,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,12670,32.7,3220.2
4657,Texas,TX,2017,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,3693,33.6,3207.9
4658,Texas,TX,2017,F,Unknown or Not Stated,9,271,29.1,2908.8
4659,Texas,TX,2017,M,8th grade or less,1,6569,29.3,3288.4
4660,Texas,TX,2017,M,9th through 12th grade with no diploma,2,27281,25.4,3247
4661,Texas,TX,2017,M,High school graduate or GED completed,3,53662,25.9,3253.9
4662,Texas,TX,2017,M,"Some college credit, but not a degree",4,42354,27.5,3289.2
4663,Texas,TX,2017,M,"Associate degree (AA, AS)",5,12204,29.5,3312
4664,Texas,TX,2017,M,"Bachelor's degree (BA, AB, BS)",6,35531,31.2,3355.7
4665,Texas,TX,2017,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,13008,32.7,3331.3
4666,Texas,TX,2017,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,4038,33.6,3309
4667,Texas,TX,2017,M,Unknown or Not Stated,9,311,29,2987.6
4668,Texas,TX,2018,F,8th grade or less,1,5827,29.2,3182.9
4669,Texas,TX,2018,F,9th through 12th grade with no diploma,2,24855,25.7,3137.3
4670,Texas,TX,2018,F,High school graduate or GED completed,3,51788,26.1,3152.3
4671,Texas,TX,2018,F,"Some college credit, but not a degree",4,39077,27.7,3178.6
4672,Texas,TX,2018,F,"Associate degree (AA, AS)",5,12213,29.6,3196.5
4673,Texas,TX,2018,F,"Bachelor's degree (BA, AB, BS)",6,34625,31.3,3235.4
4674,Texas,TX,2018,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,12870,32.8,3215.3
4675,Texas,TX,2018,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,3791,33.6,3191.6
4676,Texas,TX,2018,F,Unknown or Not Stated,9,257,29.3,2864.2
4677,Texas,TX,2018,M,8th grade or less,1,6131,29.1,3276.4
4678,Texas,TX,2018,M,9th through 12th grade with no diploma,2,25861,25.5,3231.8
4679,Texas,TX,2018,M,High school graduate or GED completed,3,53892,26.1,3248.2
4680,Texas,TX,2018,M,"Some college credit, but not a degree",4,40654,27.7,3283.6
4681,Texas,TX,2018,M,"Associate degree (AA, AS)",5,12777,29.6,3317.8
4682,Texas,TX,2018,M,"Bachelor's degree (BA, AB, BS)",6,36100,31.3,3354.4
4683,Texas,TX,2018,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,13511,32.8,3326.6
4684,Texas,TX,2018,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,4082,33.8,3324.9
4685,Texas,TX,2018,M,Unknown or Not Stated,9,313,29.7,3021.7
4686,Texas,TX,2019,F,8th grade or less,1,6239,29.2,3186.5
4687,Texas,TX,2019,F,9th through 12th grade with no diploma,2,22761,25.7,3133.1
4688,Texas,TX,2019,F,High school graduate or GED completed,3,52532,26.2,3144.9
4689,Texas,TX,2019,F,"Some college credit, but not a degree",4,38908,27.8,3169
4690,Texas,TX,2019,F,"Associate degree (AA, AS)",5,12251,29.5,3197.9
4691,Texas,TX,2019,F,"Bachelor's degree (BA, AB, BS)",6,34324,31.3,3232.8
4692,Texas,TX,2019,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,13243,32.8,3208.3
4693,Texas,TX,2019,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,3874,33.8,3199.1
4694,Texas,TX,2019,F,Unknown or Not Stated,9,480,29.3,3082.7
4695,Texas,TX,2019,M,8th grade or less,1,6515,29,3269.1
4696,Texas,TX,2019,M,9th through 12th grade with no diploma,2,23447,25.6,3224.8
4697,Texas,TX,2019,M,High school graduate or GED completed,3,54944,26.1,3247.3
4698,Texas,TX,2019,M,"Some college credit, but not a degree",4,40533,27.8,3280
4699,Texas,TX,2019,M,"Associate degree (AA, AS)",5,12687,29.6,3299.5
4700,Texas,TX,2019,M,"Bachelor's degree (BA, AB, BS)",6,36496,31.3,3347.1
4701,Texas,TX,2019,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,13858,32.9,3329.3
4702,Texas,TX,2019,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,4010,33.8,3315.5
4703,Texas,TX,2019,M,Unknown or Not Stated,9,497,29.1,3154.4
4704,Texas,TX,2020,F,8th grade or less,1,5603,29.1,3179.6
4705,Texas,TX,2020,F,9th through 12th grade with no diploma,2,20459,25.6,3132.6
4706,Texas,TX,2020,F,High school graduate or GED completed,3,52472,26.3,3149.8
4707,Texas,TX,2020,F,"Some college credit, but not a degree",4,37683,27.9,3174.7
4708,Texas,TX,2020,F,"Associate degree (AA, AS)",5,12187,29.5,3180.6
4709,Texas,TX,2020,F,"Bachelor's degree (BA, AB, BS)",6,34198,31.3,3238.2
4710,Texas,TX,2020,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,12841,33,3207.4
4711,Texas,TX,2020,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,3638,34,3183.8
4712,Texas,TX,2020,F,Unknown or Not Stated,9,636,29.2,3002.5
4713,Texas,TX,2020,M,8th grade or less,1,5784,29.2,3284.4
4714,Texas,TX,2020,M,9th through 12th grade with no diploma,2,21630,25.6,3229.6
4715,Texas,TX,2020,M,High school graduate or GED completed,3,54950,26.2,3255.4
4716,Texas,TX,2020,M,"Some college credit, but not a degree",4,38872,27.9,3281.6
4717,Texas,TX,2020,M,"Associate degree (AA, AS)",5,12753,29.6,3304.4
4718,Texas,TX,2020,M,"Bachelor's degree (BA, AB, BS)",6,36278,31.3,3348.7
4719,Texas,TX,2020,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,13653,32.9,3328.5
4720,Texas,TX,2020,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,3903,34,3327
4721,Texas,TX,2020,M,Unknown or Not Stated,9,650,29.1,3188.9
4722,Texas,TX,2021,F,8th grade or less,1,5535,29,3157.2
4723,Texas,TX,2021,F,9th through 12th grade with no diploma,2,19060,25.6,3124.1
4724,Texas,TX,2021,F,High school graduate or GED completed,3,53328,26.4,3143.8
4725,Texas,TX,2021,F,"Some college credit, but not a degree",4,36770,28.1,3165.2
4726,Texas,TX,2021,F,"Associate degree (AA, AS)",5,12882,29.6,3182.2
4727,Texas,TX,2021,F,"Bachelor's degree (BA, AB, BS)",6,36122,31.3,3231.5
4728,Texas,TX,2021,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,13974,32.9,3208.6
4729,Texas,TX,2021,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,4096,34,3185
4730,Texas,TX,2021,F,Unknown or Not Stated,9,813,30,3084.4
4731,Texas,TX,2021,M,8th grade or less,1,5925,29,3235.3
4732,Texas,TX,2021,M,9th through 12th grade with no diploma,2,19711,25.6,3213.4
4733,Texas,TX,2021,M,High school graduate or GED completed,3,55462,26.3,3239.4
4734,Texas,TX,2021,M,"Some college credit, but not a degree",4,38140,28.2,3279.2
4735,Texas,TX,2021,M,"Associate degree (AA, AS)",5,13549,29.6,3289.5
4736,Texas,TX,2021,M,"Bachelor's degree (BA, AB, BS)",6,38187,31.3,3336.6
4737,Texas,TX,2021,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,14899,33,3319.3
4738,Texas,TX,2021,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,4277,34,3305.4
4739,Texas,TX,2021,M,Unknown or Not Stated,9,864,29.8,3124.7
4740,Utah,UT,2016,F,8th grade or less,1,371,31.2,3183.9
4741,Utah,UT,2016,F,9th through 12th grade with no diploma,2,1767,25.3,3123.9
4742,Utah,UT,2016,F,High school graduate or GED completed,3,4806,26.3,3156.5
4743,Utah,UT,2016,F,"Some college credit, but not a degree",4,6144,28,3210.8
4744,Utah,UT,2016,F,"Associate degree (AA, AS)",5,2844,29.2,3232.2
4745,Utah,UT,2016,F,"Bachelor's degree (BA, AB, BS)",6,6556,30,3267.3
4746,Utah,UT,2016,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1250,32.5,3239.5
4747,Utah,UT,2016,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,349,33.4,3154.2
4748,Utah,UT,2016,F,Unknown or Not Stated,9,607,29.6,3179.1
4749,Utah,UT,2016,M,8th grade or less,1,415,30.7,3239.6
4750,Utah,UT,2016,M,9th through 12th grade with no diploma,2,1847,25.3,3181.8
4751,Utah,UT,2016,M,High school graduate or GED completed,3,4912,26.4,3266.7
4752,Utah,UT,2016,M,"Some college credit, but not a degree",4,6416,28,3330.7
4753,Utah,UT,2016,M,"Associate degree (AA, AS)",5,2907,28.9,3340.5
4754,Utah,UT,2016,M,"Bachelor's degree (BA, AB, BS)",6,6862,30,3402.9
4755,Utah,UT,2016,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1428,32.5,3350.3
4756,Utah,UT,2016,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,304,33.6,3381.8
4757,Utah,UT,2016,M,Unknown or Not Stated,9,679,29.4,3208.8
4758,Utah,UT,2017,F,8th grade or less,1,372,31.8,3188.3
4759,Utah,UT,2017,F,9th through 12th grade with no diploma,2,1667,25.2,3115
4760,Utah,UT,2017,F,High school graduate or GED completed,3,4565,26.5,3156.4
4761,Utah,UT,2017,F,"Some college credit, but not a degree",4,5950,28,3189.4
4762,Utah,UT,2017,F,"Associate degree (AA, AS)",5,2617,29,3220
4763,Utah,UT,2017,F,"Bachelor's degree (BA, AB, BS)",6,6360,30,3248.2
4764,Utah,UT,2017,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1271,32.6,3235.1
4765,Utah,UT,2017,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,306,33.3,3148.8
4766,Utah,UT,2017,F,Unknown or Not Stated,9,341,28.8,3106.6
4767,Utah,UT,2017,M,8th grade or less,1,418,30.8,3223
4768,Utah,UT,2017,M,9th through 12th grade with no diploma,2,1695,25.3,3192
4769,Utah,UT,2017,M,High school graduate or GED completed,3,4971,26.4,3276.4
4770,Utah,UT,2017,M,"Some college credit, but not a degree",4,6330,27.9,3324
4771,Utah,UT,2017,M,"Associate degree (AA, AS)",5,2803,29,3367.5
4772,Utah,UT,2017,M,"Bachelor's degree (BA, AB, BS)",6,6744,30,3399.8
4773,Utah,UT,2017,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1409,32.6,3370.5
4774,Utah,UT,2017,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,342,33.5,3350
4775,Utah,UT,2017,M,Unknown or Not Stated,9,424,29.3,3167.8
4776,Utah,UT,2018,F,8th grade or less,1,302,31.2,3122.2
4777,Utah,UT,2018,F,9th through 12th grade with no diploma,2,1504,25.5,3094.1
4778,Utah,UT,2018,F,High school graduate or GED completed,3,4535,26.4,3160.7
4779,Utah,UT,2018,F,"Some college credit, but not a degree",4,5579,28.1,3213.1
4780,Utah,UT,2018,F,"Associate degree (AA, AS)",5,2529,29,3238
4781,Utah,UT,2018,F,"Bachelor's degree (BA, AB, BS)",6,6408,30.2,3266.8
4782,Utah,UT,2018,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1263,32.5,3245.9
4783,Utah,UT,2018,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,288,33.8,3140.6
4784,Utah,UT,2018,F,Unknown or Not Stated,9,592,29.3,3136.2
4785,Utah,UT,2018,M,8th grade or less,1,330,31.3,3249.7
4786,Utah,UT,2018,M,9th through 12th grade with no diploma,2,1570,25.3,3189.2
4787,Utah,UT,2018,M,High school graduate or GED completed,3,4787,26.4,3243
4788,Utah,UT,2018,M,"Some college credit, but not a degree",4,5872,27.9,3317
4789,Utah,UT,2018,M,"Associate degree (AA, AS)",5,2659,29.1,3359.7
4790,Utah,UT,2018,M,"Bachelor's degree (BA, AB, BS)",6,6570,29.9,3392.2
4791,Utah,UT,2018,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1393,32.6,3388.2
4792,Utah,UT,2018,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,328,33.4,3340.2
4793,Utah,UT,2018,M,Unknown or Not Stated,9,700,29.5,3214
4794,Utah,UT,2019,F,8th grade or less,1,302,31,3089.9
4795,Utah,UT,2019,F,9th through 12th grade with no diploma,2,1355,25.6,3098.5
4796,Utah,UT,2019,F,High school graduate or GED completed,3,4571,26.5,3142
4797,Utah,UT,2019,F,"Some college credit, but not a degree",4,5498,28,3178.3
4798,Utah,UT,2019,F,"Associate degree (AA, AS)",5,2452,29.1,3231.5
4799,Utah,UT,2019,F,"Bachelor's degree (BA, AB, BS)",6,6345,30,3244.3
4800,Utah,UT,2019,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1288,32.4,3222.3
4801,Utah,UT,2019,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,337,34,3224.2
4802,Utah,UT,2019,F,Unknown or Not Stated,9,738,29.6,3131.4
4803,Utah,UT,2019,M,8th grade or less,1,259,30.8,3197.8
4804,Utah,UT,2019,M,9th through 12th grade with no diploma,2,1485,25.4,3190.3
4805,Utah,UT,2019,M,High school graduate or GED completed,3,4654,26.6,3224.6
4806,Utah,UT,2019,M,"Some college credit, but not a degree",4,5745,28.1,3308.6
4807,Utah,UT,2019,M,"Associate degree (AA, AS)",5,2474,29,3329
4808,Utah,UT,2019,M,"Bachelor's degree (BA, AB, BS)",6,6795,30.1,3386.8
4809,Utah,UT,2019,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1406,32.7,3352.6
4810,Utah,UT,2019,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,293,33.8,3273.3
4811,Utah,UT,2019,M,Unknown or Not Stated,9,829,29.6,3258.1
4812,Utah,UT,2020,F,8th grade or less,1,250,30.6,3147.5
4813,Utah,UT,2020,F,9th through 12th grade with no diploma,2,1306,25.4,3078.9
4814,Utah,UT,2020,F,High school graduate or GED completed,3,4328,26.6,3148.2
4815,Utah,UT,2020,F,"Some college credit, but not a degree",4,5256,28.1,3181.7
4816,Utah,UT,2020,F,"Associate degree (AA, AS)",5,2360,29,3237.2
4817,Utah,UT,2020,F,"Bachelor's degree (BA, AB, BS)",6,6203,30,3251.2
4818,Utah,UT,2020,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1355,32.7,3253.6
4819,Utah,UT,2020,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,344,34.1,3209
4820,Utah,UT,2020,F,Unknown or Not Stated,9,634,29.4,3120
4821,Utah,UT,2020,M,8th grade or less,1,264,30.2,3253.2
4822,Utah,UT,2020,M,9th through 12th grade with no diploma,2,1373,25.3,3180.6
4823,Utah,UT,2020,M,High school graduate or GED completed,3,4643,26.7,3252.9
4824,Utah,UT,2020,M,"Some college credit, but not a degree",4,5583,28.1,3305.6
4825,Utah,UT,2020,M,"Associate degree (AA, AS)",5,2549,29,3350.8
4826,Utah,UT,2020,M,"Bachelor's degree (BA, AB, BS)",6,6693,30.1,3394.7
4827,Utah,UT,2020,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1458,32.3,3359.5
4828,Utah,UT,2020,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,353,33.3,3346.2
4829,Utah,UT,2020,M,Unknown or Not Stated,9,750,29.6,3245.5
4830,Utah,UT,2021,F,8th grade or less,1,251,29.5,3142.5
4831,Utah,UT,2021,F,9th through 12th grade with no diploma,2,1233,25.7,3080.1
4832,Utah,UT,2021,F,High school graduate or GED completed,3,4663,26.7,3134.2
4833,Utah,UT,2021,F,"Some college credit, but not a degree",4,5231,28.1,3198
4834,Utah,UT,2021,F,"Associate degree (AA, AS)",5,2338,29.1,3210.2
4835,Utah,UT,2021,F,"Bachelor's degree (BA, AB, BS)",6,6684,30.1,3253
4836,Utah,UT,2021,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1575,32.1,3222.6
4837,Utah,UT,2021,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,367,34.1,3197.8
4838,Utah,UT,2021,F,Unknown or Not Stated,9,587,30.1,3115.6
4839,Utah,UT,2021,M,8th grade or less,1,235,30.6,3258.3
4840,Utah,UT,2021,M,9th through 12th grade with no diploma,2,1284,25.1,3173.7
4841,Utah,UT,2021,M,High school graduate or GED completed,3,4730,26.7,3252.3
4842,Utah,UT,2021,M,"Some college credit, but not a degree",4,5509,28.1,3296.6
4843,Utah,UT,2021,M,"Associate degree (AA, AS)",5,2437,29,3328.5
4844,Utah,UT,2021,M,"Bachelor's degree (BA, AB, BS)",6,6982,30.2,3365.6
4845,Utah,UT,2021,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1640,32.1,3367.4
4846,Utah,UT,2021,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,370,33.4,3301
4847,Utah,UT,2021,M,Unknown or Not Stated,9,596,30,3264.1
4848,Vermont,VT,2016,F,8th grade or less,1,19,29,3030.4
4849,Vermont,VT,2016,F,9th through 12th grade with no diploma,2,173,24.6,3098.3
4850,Vermont,VT,2016,F,High school graduate or GED completed,3,730,26.5,3213.4
4851,Vermont,VT,2016,F,"Some college credit, but not a degree",4,505,27.8,3333.8
4852,Vermont,VT,2016,F,"Associate degree (AA, AS)",5,206,29.9,3353.7
4853,Vermont,VT,2016,F,"Bachelor's degree (BA, AB, BS)",6,688,31.7,3355
4854,Vermont,VT,2016,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,356,33.2,3326.6
4855,Vermont,VT,2016,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,98,34.2,3334.4
4856,Vermont,VT,2016,F,Unknown or Not Stated,9,25,29.2,3063.8
4857,Vermont,VT,2016,M,8th grade or less,1,18,28.7,3273.6
4858,Vermont,VT,2016,M,9th through 12th grade with no diploma,2,198,24.9,3224.4
4859,Vermont,VT,2016,M,High school graduate or GED completed,3,706,26.3,3335.6
4860,Vermont,VT,2016,M,"Some college credit, but not a degree",4,541,27.9,3417.2
